system:index,Npp,Npp_QC,author_yr,max_year,min_year,year,.geo
2001_01_01_00000000000000000005,2180.0,57.0,Boertje 1984,1980,1978,2001.0,"{""type"":""Point"",""coordinates"":[150.2999984973102,63.29999839698691]}"
2001_01_01_00000000000000000006,2180.0,57.0,Boertje 1984,1980,1978,2001.0,"{""type"":""Point"",""coordinates"":[150.2999984973102,63.29999839698691]}"
2001_01_01_00000000000000000007,2180.0,57.0,Boertje 1984,1980,1978,2001.0,"{""type"":""Point"",""coordinates"":[150.2999984973102,63.29999839698691]}"
2001_01_01_0000000000000000008d,2647.0,17.0,Thomas and Hervieux 1986,1981,1980,2001.0,"{""type"":""Point"",""coordinates"":[124.00000198813481,64.00000145766]}"
2001_01_01_00000000000000000061,1053.0,40.0,Schaefer et al. 2016,1989,1980,2001.0,"{""type"":""Point"",""coordinates"":[55.000001601043834,48.00000220802026]}"
2001_01_01_00000000000000000057,3490.0,22.0,Rominger and Oldemeyer 1990,1986,1983,2001.0,"{""type"":""Point"",""coordinates"":[117.52000066445886,51.389998111094066]}"
2001_01_01_00000000000000000058,3490.0,22.0,Rominger and Oldemeyer 1990,1986,1983,2001.0,"{""type"":""Point"",""coordinates"":[117.52000066445886,51.389998111094066]}"
2001_01_01_00000000000000000059,3490.0,22.0,Rominger and Oldemeyer 1990,1986,1983,2001.0,"{""type"":""Point"",""coordinates"":[117.52000066445886,51.389998111094066]}"
2001_01_01_0000000000000000005a,3490.0,22.0,Rominger and Oldemeyer 1990,1986,1983,2001.0,"{""type"":""Point"",""coordinates"":[117.52000066445886,51.389998111094066]}"
2001_01_01_00000000000000000043,,,Kojola et al 1995,1992,1988,2001.0,"{""type"":""Point"",""coordinates"":[-26.000001567602734,69.00000038709096]}"
2001_01_01_00000000000000000044,,,Kojola et al 1995,1992,1988,2001.0,"{""type"":""Point"",""coordinates"":[-26.000001567602734,69.00000038709096]}"
2001_01_01_0000000000000000005f,1053.0,40.0,Schaefer et al. 2016,1999,1990,2001.0,"{""type"":""Point"",""coordinates"":[55.000001601043834,48.00000220802026]}"
2001_01_01_00000000000000000062,1053.0,40.0,Schaefer et al. 2016,1999,1990,2001.0,"{""type"":""Point"",""coordinates"":[55.000001601043834,48.00000220802026]}"
2001_01_01_00000000000000000065,1053.0,40.0,Schaefer et al. 2016,1999,1990,2001.0,"{""type"":""Point"",""coordinates"":[55.000001601043834,48.00000220802026]}"
2001_01_01_00000000000000000067,1053.0,40.0,Schaefer et al. 2016,1999,1990,2001.0,"{""type"":""Point"",""coordinates"":[55.000001601043834,48.00000220802026]}"
2001_01_01_00000000000000000069,1053.0,40.0,Schaefer et al. 2016,1999,1990,2001.0,"{""type"":""Point"",""coordinates"":[55.000001601043834,48.00000220802026]}"
2001_01_01_0000000000000000006b,1053.0,40.0,Schaefer et al. 2016,1999,1990,2001.0,"{""type"":""Point"",""coordinates"":[55.000001601043834,48.00000220802026]}"
2001_01_01_0000000000000000006d,1053.0,40.0,Schaefer et al. 2016,1999,1990,2001.0,"{""type"":""Point"",""coordinates"":[55.000001601043834,48.00000220802026]}"
2001_01_01_00000000000000000000,1369.0,66.0,Barten et al 2001,1993,1992,2001.0,"{""type"":""Point"",""coordinates"":[143.24999920417434,61.429998565506466]}"
2001_01_01_00000000000000000078,992.0,49.0,Larter and Nagy 1997,1994,1993,2001.0,"{""type"":""Point"",""coordinates"":[120.0000010609496,73.00000131427616]}"
2001_01_01_00000000000000000079,992.0,49.0,Larter and Nagy 1997,1994,1993,2001.0,"{""type"":""Point"",""coordinates"":[120.0000010609496,73.00000131427616]}"
2001_01_01_0000000000000000007a,992.0,49.0,Larter and Nagy 1997,1994,1993,2001.0,"{""type"":""Point"",""coordinates"":[120.0000010609496,73.00000131427616]}"
2001_01_01_0000000000000000007b,992.0,49.0,Larter and Nagy 1997,1994,1993,2001.0,"{""type"":""Point"",""coordinates"":[120.0000010609496,73.00000131427616]}"
2001_01_01_0000000000000000007c,992.0,49.0,Larter and Nagy 1997,1994,1993,2001.0,"{""type"":""Point"",""coordinates"":[120.0000010609496,73.00000131427616]}"
2001_01_01_00000000000000000045,1426.0,47.0,Larter and Nagy 2004,1998,1993,2001.0,"{""type"":""Point"",""coordinates"":[122.00000152454218,72.49999785405224]}"
2001_01_01_00000000000000000046,1426.0,47.0,Larter and Nagy 2004,1998,1993,2001.0,"{""type"":""Point"",""coordinates"":[122.00000152454218,72.49999785405224]}"
2001_01_01_00000000000000000047,1426.0,47.0,Larter and Nagy 2004,1998,1993,2001.0,"{""type"":""Point"",""coordinates"":[122.00000152454218,72.49999785405224]}"
2001_01_01_00000000000000000048,1426.0,47.0,Larter and Nagy 2004,1998,1993,2001.0,"{""type"":""Point"",""coordinates"":[122.00000152454218,72.49999785405224]}"
2001_01_01_00000000000000000049,1426.0,47.0,Larter and Nagy 2004,1998,1993,2001.0,"{""type"":""Point"",""coordinates"":[122.00000152454218,72.49999785405224]}"
2001_01_01_0000000000000000004a,1426.0,47.0,Larter and Nagy 2004,1998,1993,2001.0,"{""type"":""Point"",""coordinates"":[122.00000152454218,72.49999785405224]}"
2001_01_01_0000000000000000004b,1426.0,47.0,Larter and Nagy 2004,1998,1993,2001.0,"{""type"":""Point"",""coordinates"":[122.00000152454218,72.49999785405224]}"
2001_01_01_0000000000000000004c,1426.0,47.0,Larter and Nagy 2004,1998,1993,2001.0,"{""type"":""Point"",""coordinates"":[122.00000152454218,72.49999785405224]}"
2001_01_01_0000000000000000004d,1426.0,47.0,Larter and Nagy 2004,1998,1993,2001.0,"{""type"":""Point"",""coordinates"":[122.00000152454218,72.49999785405224]}"
2001_01_01_0000000000000000004e,1426.0,47.0,Larter and Nagy 2004,1998,1993,2001.0,"{""type"":""Point"",""coordinates"":[122.00000152454218,72.49999785405224]}"
2001_01_01_0000000000000000004f,1426.0,47.0,Larter and Nagy 2004,1998,1993,2001.0,"{""type"":""Point"",""coordinates"":[122.00000152454218,72.49999785405224]}"
2001_01_01_00000000000000000050,1426.0,47.0,Larter and Nagy 2004,1998,1993,2001.0,"{""type"":""Point"",""coordinates"":[122.00000152454218,72.49999785405224]}"
2001_01_01_0000000000000000006f,,,Sormo et al 1999,,1994,2001.0,"{""type"":""Point"",""coordinates"":[-20.000000176824933,79.45000180606456]}"
2001_01_01_00000000000000000070,,,Sormo et al 1999,,1994,2001.0,"{""type"":""Point"",""coordinates"":[-20.000000176824933,79.45000180606456]}"
2001_01_01_00000000000000000071,,,Sormo et al 1999,,1994,2001.0,"{""type"":""Point"",""coordinates"":[-20.000000176824933,79.45000180606456]}"
2001_01_01_00000000000000000072,,,Sormo et al 1999,,1994,2001.0,"{""type"":""Point"",""coordinates"":[-20.000000176824933,79.45000180606456]}"
2001_01_01_00000000000000000073,,,Sormo et al 1999,,1994,2001.0,"{""type"":""Point"",""coordinates"":[-20.000000176824933,79.45000180606456]}"
2001_01_01_00000000000000000074,,,Sormo et al 1999,,1994,2001.0,"{""type"":""Point"",""coordinates"":[-20.000000176824933,79.45000180606456]}"
2001_01_01_00000000000000000093,,,Mathiesen et al 1999,,1994,2001.0,"{""type"":""Point"",""coordinates"":[-20.99999817907071,69.00000038709096]}"
2001_01_01_00000000000000000094,,,Mathiesen et al 1999,,1994,2001.0,"{""type"":""Point"",""coordinates"":[-22.999998642663307,69.00000038709096]}"
2001_01_01_00000000000000000051,,,Mathiesen et al 2000,1996,1995,2001.0,"{""type"":""Point"",""coordinates"":[-22.999998642663307,69.00000038709096]}"
2001_01_01_00000000000000000052,,,Mathiesen et al 2000,1996,1995,2001.0,"{""type"":""Point"",""coordinates"":[-22.999998642663307,69.00000038709096]}"
2001_01_01_00000000000000000053,,,Mathiesen et al 2000,1996,1995,2001.0,"{""type"":""Point"",""coordinates"":[-22.999998642663307,69.00000038709096]}"
2001_01_01_00000000000000000054,,,Mathiesen et al 2000,1996,1995,2001.0,"{""type"":""Point"",""coordinates"":[-22.999998642663307,69.00000038709096]}"
2001_01_01_00000000000000000008,1886.0,44.0,Finstand and Kielland 2011,1997,1996,2001.0,"{""type"":""Point"",""coordinates"":[164.67499876375004,65.28499844463572]}"
2001_01_01_00000000000000000009,1886.0,44.0,Finstand and Kielland 2011,1997,1996,2001.0,"{""type"":""Point"",""coordinates"":[164.67499876375004,65.28499844463572]}"
2001_01_01_0000000000000000000a,1886.0,44.0,Finstand and Kielland 2011,1997,1996,2001.0,"{""type"":""Point"",""coordinates"":[164.67499876375004,65.28499844463572]}"
2001_01_01_0000000000000000000b,1886.0,44.0,Finstand and Kielland 2011,1997,1996,2001.0,"{""type"":""Point"",""coordinates"":[164.67499876375004,65.28499844463572]}"
2001_01_01_0000000000000000000c,1886.0,44.0,Finstand and Kielland 2011,1997,1996,2001.0,"{""type"":""Point"",""coordinates"":[164.67499876375004,65.28499844463572]}"
2001_01_01_0000000000000000000d,1886.0,44.0,Finstand and Kielland 2011,1997,1996,2001.0,"{""type"":""Point"",""coordinates"":[164.67499876375004,65.28499844463572]}"
2001_01_01_0000000000000000000e,1886.0,44.0,Finstand and Kielland 2011,1997,1996,2001.0,"{""type"":""Point"",""coordinates"":[164.67499876375004,65.28499844463572]}"
2001_01_01_0000000000000000000f,1886.0,44.0,Finstand and Kielland 2011,1997,1996,2001.0,"{""type"":""Point"",""coordinates"":[164.67499876375004,65.28499844463572]}"
2001_01_01_00000000000000000010,1886.0,44.0,Finstand and Kielland 2011,1997,1996,2001.0,"{""type"":""Point"",""coordinates"":[164.67499876375004,65.28499844463572]}"
2001_01_01_00000000000000000011,1886.0,44.0,Finstand and Kielland 2011,1997,1996,2001.0,"{""type"":""Point"",""coordinates"":[164.67499876375004,65.28499844463572]}"
2001_01_01_00000000000000000012,1886.0,44.0,Finstand and Kielland 2011,1997,1996,2001.0,"{""type"":""Point"",""coordinates"":[164.67499876375004,65.28499844463572]}"
2001_01_01_00000000000000000013,1886.0,44.0,Finstand and Kielland 2011,1997,1996,2001.0,"{""type"":""Point"",""coordinates"":[164.67499876375004,65.28499844463572]}"
2001_01_01_00000000000000000014,1886.0,44.0,Finstand and Kielland 2011,1997,1996,2001.0,"{""type"":""Point"",""coordinates"":[164.67499876375004,65.28499844463572]}"
2001_01_01_00000000000000000015,1886.0,44.0,Finstand and Kielland 2011,1997,1996,2001.0,"{""type"":""Point"",""coordinates"":[164.67499876375004,65.28499844463572]}"
2001_01_01_00000000000000000016,1886.0,44.0,Finstand and Kielland 2011,1997,1996,2001.0,"{""type"":""Point"",""coordinates"":[164.67499876375004,65.28499844463572]}"
2001_01_01_00000000000000000017,1886.0,44.0,Finstand and Kielland 2011,1997,1996,2001.0,"{""type"":""Point"",""coordinates"":[164.67499876375004,65.28499844463572]}"
2001_01_01_00000000000000000018,1886.0,44.0,Finstand and Kielland 2011,1997,1996,2001.0,"{""type"":""Point"",""coordinates"":[164.67499876375004,65.28499844463572]}"
2001_01_01_00000000000000000019,1886.0,44.0,Finstand and Kielland 2011,1997,1996,2001.0,"{""type"":""Point"",""coordinates"":[164.67499876375004,65.28499844463572]}"
2001_01_01_00000000000000000032,3040.0,30.0,Ihl 2010,1997,1996,2001.0,"{""type"":""Point"",""coordinates"":[162.99999988043785,66.99999992349836]}"
2001_01_01_00000000000000000033,1886.0,44.0,Ihl 2010,1997,1996,2001.0,"{""type"":""Point"",""coordinates"":[164.67499876375004,65.28499844463572]}"
2001_01_01_00000000000000000034,1886.0,44.0,Ihl and Klein 2001,1997,1996,2001.0,"{""type"":""Point"",""coordinates"":[164.67499876375004,65.28499844463572]}"
2001_01_01_00000000000000000035,1886.0,44.0,Ihl and Klein 2001,1997,1996,2001.0,"{""type"":""Point"",""coordinates"":[164.67499876375004,65.28499844463572]}"
2001_01_01_0000000000000000001a,3348.0,37.0,Fischer and Gates 2005,2000,1999,2001.0,"{""type"":""Point"",""coordinates"":[136.99999831283512,62.000000994067406]}"
2001_01_01_00000000000000000001,,,Bjorkvoll et al 2009,2002,1999,2001.0,"{""type"":""Point"",""coordinates"":[-15.00000124739397,78.00000024370713]}"
2001_01_01_00000000000000000002,,,Bjorkvoll et al 2009,2002,1999,2001.0,"{""type"":""Point"",""coordinates"":[-15.00000124739397,78.00000024370713]}"
2001_01_01_00000000000000000003,,,Bjorkvoll et al 2009,2002,1999,2001.0,"{""type"":""Point"",""coordinates"":[-15.00000124739397,78.00000024370713]}"
2001_01_01_00000000000000000060,1053.0,40.0,Schaefer et al. 2016,2009,2000,2001.0,"{""type"":""Point"",""coordinates"":[55.000001601043834,48.00000220802026]}"
2001_01_01_00000000000000000063,1053.0,40.0,Schaefer et al. 2016,2009,2000,2001.0,"{""type"":""Point"",""coordinates"":[55.000001601043834,48.00000220802026]}"
2001_01_01_00000000000000000064,1053.0,40.0,Schaefer et al. 2016,2009,2000,2001.0,"{""type"":""Point"",""coordinates"":[55.000001601043834,48.00000220802026]}"
2001_01_01_00000000000000000066,1053.0,40.0,Schaefer et al. 2016,2009,2000,2001.0,"{""type"":""Point"",""coordinates"":[55.000001601043834,48.00000220802026]}"
2001_01_01_00000000000000000068,1053.0,40.0,Schaefer et al. 2016,2009,2000,2001.0,"{""type"":""Point"",""coordinates"":[55.000001601043834,48.00000220802026]}"
2001_01_01_0000000000000000006a,1053.0,40.0,Schaefer et al. 2016,2009,2000,2001.0,"{""type"":""Point"",""coordinates"":[55.000001601043834,48.00000220802026]}"
2001_01_01_0000000000000000006c,1053.0,40.0,Schaefer et al. 2016,2009,2000,2001.0,"{""type"":""Point"",""coordinates"":[55.000001601043834,48.00000220802026]}"
2001_01_01_0000000000000000006e,1053.0,40.0,Schaefer et al. 2016,2009,2000,2001.0,"{""type"":""Point"",""coordinates"":[55.000001601043834,48.00000220802026]}"
2001_01_01_00000000000000000040,581.0,41.0,Kazmin et al 2011,2007,2004,2001.0,"{""type"":""Point"",""coordinates"":[179.3799992627512,71.10999795546998]}"
2001_01_01_00000000000000000041,581.0,41.0,Kazmin et al 2011,2007,2004,2001.0,"{""type"":""Point"",""coordinates"":[179.3799992627512,71.10999795546998]}"
2001_01_01_00000000000000000042,581.0,41.0,Kazmin et al 2011,2007,2004,2001.0,"{""type"":""Point"",""coordinates"":[179.3799992627512,71.10999795546998]}"
2001_01_01_0000000000000000005b,581.0,41.0,Rozenfield et al 2012,2009,2004,2001.0,"{""type"":""Point"",""coordinates"":[179.3799992627512,71.10999795546998]}"
2001_01_01_0000000000000000005c,581.0,41.0,Rozenfield et al 2012,2009,2004,2001.0,"{""type"":""Point"",""coordinates"":[179.3799992627512,71.10999795546998]}"
2001_01_01_0000000000000000005d,581.0,41.0,Rozenfield et al 2012,2009,2004,2001.0,"{""type"":""Point"",""coordinates"":[179.3799992627512,71.10999795546998]}"
2001_01_01_0000000000000000005e,581.0,41.0,Rozenfield et al 2012,2009,2004,2001.0,"{""type"":""Point"",""coordinates"":[179.3799992627512,71.10999795546998]}"
2001_01_01_0000000000000000008e,,,Bezard et al 2015,2008,2005,2001.0,"{""type"":""Point"",""coordinates"":[-26.459997973175156,69.58000012021373]}"
2001_01_01_0000000000000000008f,,,Bezard et al 2015,2008,2005,2001.0,"{""type"":""Point"",""coordinates"":[-26.459997973175156,69.58000012021373]}"
2001_01_01_00000000000000000090,,,Bezard et al 2015,2008,2005,2001.0,"{""type"":""Point"",""coordinates"":[-26.9999995698485,68.80000078664182]}"
2001_01_01_00000000000000000091,,,Bezard et al 2015,2008,2005,2001.0,"{""type"":""Point"",""coordinates"":[-26.9999995698485,68.80000078664182]}"
2001_01_01_00000000000000000092,,,Bezard et al 2015,2008,2005,2001.0,"{""type"":""Point"",""coordinates"":[-26.38000170027633,69.48000031998914]}"
2001_01_01_0000000000000000001b,1803.0,38.0,Gustine et al. 2012,2008,2006,2001.0,"{""type"":""Point"",""coordinates"":[149.99999909663651,69.00000038709096]}"
2001_01_01_0000000000000000001c,1803.0,38.0,Gustine et al. 2012,2008,2006,2001.0,"{""type"":""Point"",""coordinates"":[149.99999909663651,69.00000038709096]}"
2001_01_01_0000000000000000001d,1803.0,38.0,Gustine et al. 2012,2008,2006,2001.0,"{""type"":""Point"",""coordinates"":[149.99999909663651,69.00000038709096]}"
2001_01_01_0000000000000000001e,1804.0,52.0,Gustine et al. 2012,2008,2006,2001.0,"{""type"":""Point"",""coordinates"":[160.00000141459947,66.0000019212526]}"
2001_01_01_0000000000000000001f,1804.0,52.0,Gustine et al. 2012,2008,2006,2001.0,"{""type"":""Point"",""coordinates"":[160.00000141459947,66.0000019212526]}"
2001_01_01_00000000000000000020,1804.0,52.0,Gustine et al. 2012,2008,2006,2001.0,"{""type"":""Point"",""coordinates"":[160.00000141459947,66.0000019212526]}"
2001_01_01_00000000000000000021,1845.0,39.0,Gustine et al. 2012,2008,2006,2001.0,"{""type"":""Point"",""coordinates"":[138.00000077418193,62.000000994067406]}"
2001_01_01_00000000000000000022,1845.0,39.0,Gustine et al. 2012,2008,2006,2001.0,"{""type"":""Point"",""coordinates"":[138.00000077418193,62.000000994067406]}"
2001_01_01_00000000000000000025,1803.0,38.0,Gustine et al. 2014,2009,2006,2001.0,"{""type"":""Point"",""coordinates"":[149.99999909663651,69.00000038709096]}"
2001_01_01_00000000000000000026,1803.0,38.0,Gustine et al. 2014,2009,2006,2001.0,"{""type"":""Point"",""coordinates"":[149.99999909663651,69.00000038709096]}"
2001_01_01_00000000000000000027,1803.0,38.0,Gustine et al. 2014,2009,2006,2001.0,"{""type"":""Point"",""coordinates"":[149.99999909663651,69.00000038709096]}"
2001_01_01_00000000000000000028,1845.0,39.0,Gustine et al. 2014,2009,2006,2001.0,"{""type"":""Point"",""coordinates"":[138.00000077418193,62.000000994067406]}"
2001_01_01_00000000000000000029,1845.0,39.0,Gustine et al. 2014,2009,2006,2001.0,"{""type"":""Point"",""coordinates"":[138.00000077418193,62.000000994067406]}"
2001_01_01_0000000000000000002a,2618.0,51.0,Gustine et al. 2014,2009,2006,2001.0,"{""type"":""Point"",""coordinates"":[149.99999909663651,62.999998996313174]}"
2001_01_01_0000000000000000002b,2618.0,51.0,Gustine et al. 2014,2009,2006,2001.0,"{""type"":""Point"",""coordinates"":[149.99999909663651,62.999998996313174]}"
2001_01_01_0000000000000000002c,1804.0,52.0,Gustine et al. 2014,2009,2006,2001.0,"{""type"":""Point"",""coordinates"":[160.00000141459947,66.0000019212526]}"
2001_01_01_0000000000000000002d,1804.0,52.0,Gustine et al. 2014,2009,2006,2001.0,"{""type"":""Point"",""coordinates"":[160.00000141459947,66.0000019212526]}"
2001_01_01_0000000000000000002e,1804.0,52.0,Gustine et al. 2014,2009,2006,2001.0,"{""type"":""Point"",""coordinates"":[160.00000141459947,66.0000019212526]}"
2001_01_01_0000000000000000002f,1877.0,48.0,Gustine et al. 2014,2009,2006,2001.0,"{""type"":""Point"",""coordinates"":[116.99999813601018,69.00000038709096]}"
2001_01_01_00000000000000000030,2087.0,47.0,Gustine et al. 2014,2009,2006,2001.0,"{""type"":""Point"",""coordinates"":[115.00000213151867,66.0000019212526]}"
2001_01_01_00000000000000000031,1847.0,67.0,Gustine et al. 2014,2009,2006,2001.0,"{""type"":""Point"",""coordinates"":[51.999998676104404,66.99999992349836]}"
2001_01_01_00000000000000000023,2618.0,51.0,Gustine et al. 2012,2008,2007,2001.0,"{""type"":""Point"",""coordinates"":[149.99999909663651,62.999998996313174]}"
2001_01_01_00000000000000000024,2618.0,51.0,Gustine et al. 2012,2008,2007,2001.0,"{""type"":""Point"",""coordinates"":[149.99999909663651,62.999998996313174]}"
2001_01_01_0000000000000000003e,1875.0,44.0,Jung et al 2015,2010,2009,2001.0,"{""type"":""Point"",""coordinates"":[163.49999888156074,67.799998325295]}"
2001_01_01_0000000000000000003f,1875.0,44.0,Jung et al 2015,2010,2009,2001.0,"{""type"":""Point"",""coordinates"":[163.49999888156074,67.799998325295]}"
